date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:16:12	114518/114518	---M--	200	added ('OK')	image/jpeg	etag:%2274bc43d18a2817cb9702db7cbffe4df6%22	https://www.raysteedsinfotech.com/images/bigdata-analytics/funfacts-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/bigdata-analytics/funfacts-bg.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:13	161367/161367	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224002229dad296d227400b85d76648aa1%22	https://www.raysteedsinfotech.com/images/saas/footer-bg.png	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/saas/404	(from https://www.technorizen.com/public/html/web/style.css)
10:16:13	20610996/20610996	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Apr%202026%2010:08:34%20GMT	https://www.technorizen.com/public/html/web/images/team1.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/team1.png	(from https://www.technorizen.com/)
10:16:13	161367/161367	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224002229dad296d227400b85d76648aa1%22	https://www.raysteedsinfotech.com/images/health-tech/services-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/health-tech/404	(from https://www.technorizen.com/public/html/web/style.css)
10:16:14	161367/161367	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224002229dad296d227400b85d76648aa1%22	https://www.raysteedsinfotech.com/images/health-tech/pricing-bg.png	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/health-tech/404-2	(from https://www.technorizen.com/public/html/web/style.css)
10:16:14	161367/161367	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224002229dad296d227400b85d76648aa1%22	https://www.raysteedsinfotech.com/images/health-tech/faq-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/health-tech/404-3	(from https://www.technorizen.com/public/html/web/style.css)
10:16:14	161367/161367	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224002229dad296d227400b85d76648aa1%22	https://www.raysteedsinfotech.com/images/health-tech/footer-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/health-tech/404-4	(from https://www.technorizen.com/public/html/web/style.css)
10:16:15	38101/38101	---M--	200	added ('OK')	image/jpeg	etag:%22c8e7f324943288541bc1cbb21e1f7c19%22	https://www.raysteedsinfotech.com/images/banner-bg1.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/banner-bg1.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:16	13385/13385	---M--	200	added ('OK')	image/png	etag:%22e7c5b64113060f5a81b2364eb8e05935%22	https://www.raysteedsinfotech.com/images/layer.png	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/layer.png	(from https://www.technorizen.com/public/html/web/style.css)
10:16:17	121997/121997	---M--	200	added ('OK')	image/jpeg	etag:%22a52bfbe9e33f3dbdb11220c11a84788b%22	https://www.raysteedsinfotech.com/images/bigdata-analytics/main-banner.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/bigdata-analytics/main-banner.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:17	118989/118989	---M--	200	added ('OK')	image/jpeg	etag:%2294b75fa32a029bdcb72c166d9f93bedb%22	https://www.raysteedsinfotech.com/images/blog-image/blog7.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/blog-image/blog7.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:18	73006/73006	---M--	200	added ('OK')	image/jpeg	etag:%22b30b674a02aa612d905a943de5c563e9%22	https://www.raysteedsinfotech.com/images/blog-image/blog8.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/blog-image/blog8.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:19	101621/101621	---M--	200	added ('OK')	image/jpeg	etag:%2204430ab2d7bbe93fae94ca833085099b%22	https://www.raysteedsinfotech.com/images/blog-image/blog9.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/blog-image/blog9.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:20	349871/349871	---M--	200	added ('OK')	image/jpeg	etag:%22fb54fc5fefbe7c21b3acb87aef395e18%22	https://www.raysteedsinfotech.com/images/coming-soon.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/coming-soon.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:20	333622/333622	---M--	200	added ('OK')	image/jpeg	etag:%22f7aaca37c766aec3f6b6d0c12fdccd5a%22	https://www.raysteedsinfotech.com/images/oops-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/oops-bg.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:21	111104/111104	---M--	200	added ('OK')	image/jpeg	etag:%22d57fb50e0fad0bcee0d3b7f2fcc2a02e%22	https://www.raysteedsinfotech.com/images/repair-services-img/repair-services-img1.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/repair-services-img/repair-services-img1.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:22	159175/159175	---M--	200	added ('OK')	image/jpeg	etag:%22e32dc11f6e711aa4a65fe2cb7f6ad437%22	https://www.raysteedsinfotech.com/images/repair-services-img/repair-services-img2.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/repair-services-img/repair-services-img2.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:23	127656/127656	---M--	200	added ('OK')	image/jpeg	etag:%226c1fdc52b380ba76d0386f09b44e3651%22	https://www.raysteedsinfotech.com/images/repair-services-img/repair-services-img3.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/repair-services-img/repair-services-img3.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:23	87746/87746	---M--	200	added ('OK')	image/jpeg	etag:%228debcaac8db98ac308269679b6f5ad53%22	https://www.raysteedsinfotech.com/images/repair-services-img/repair-services-img4.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/repair-services-img/repair-services-img4.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:24	101257/101257	---M--	200	added ('OK')	image/jpeg	etag:%22959868c441894fb0b62c3dcf7007c2bd%22	https://www.raysteedsinfotech.com/images/repair-services-img/repair-services-img5.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/repair-services-img/repair-services-img5.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:25	97855/97855	---M--	200	added ('OK')	image/jpeg	etag:%2292f8b52eead81155eeaa576cdd8e1f93%22	https://www.raysteedsinfotech.com/images/repair-services-img/repair-services-img6.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/repair-services-img/repair-services-img6.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:26	33117/33117	---M--	200	added ('OK')	image/jpeg	etag:%22dec701e1156d74d343e7992e5e193a99%22	https://www.raysteedsinfotech.com/images/banner-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/banner-bg.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:27	107157/107157	---M--	200	added ('OK')	image/jpeg	etag:%22ca579877a3764ccff92d374d7265da86%22	https://www.raysteedsinfotech.com/images/agency-image/agency-gradient-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/agency-image/agency-gradient-bg.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:27	122239/122239	---M--	200	added ('OK')	image/jpeg	etag:%222cddd68494d0163bd803b18e2ece0743%22	https://www.raysteedsinfotech.com/images/agency-portfolio-main-banner/ap-main-banner-img1.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/agency-portfolio-main-banner/ap-main-banner-img1.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:28	177406/177406	---M--	200	added ('OK')	image/jpeg	etag:%22edca07d52fcdf648c07b1afa0b10ae6e%22	https://www.raysteedsinfotech.com/images/agency-portfolio-main-banner/ap-main-banner-img2.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/agency-portfolio-main-banner/ap-main-banner-img2.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:29	149303/149303	---M--	200	added ('OK')	image/jpeg	etag:%222d5a8ac1b271d8d9679b962aef64d660%22	https://www.raysteedsinfotech.com/images/agency-portfolio-main-banner/ap-main-banner-img3.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/agency-portfolio-main-banner/ap-main-banner-img3.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:30	200973/200973	---M--	200	added ('OK')	image/jpeg	etag:%2216cce3da7f04255ac30f8f08cdeafc7c%22	https://www.raysteedsinfotech.com/images/creative-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/creative-bg.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:30	161367/161367	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224002229dad296d227400b85d76648aa1%22	https://www.raysteedsinfotech.com/images/fintech/how-it-works-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/fintech/404	(from https://www.technorizen.com/public/html/web/style.css)
10:16:31	257225/257225	---M--	200	added ('OK')	image/jpeg	etag:%223f14d118a0c0d8a4c81b1feb2a81e6df%22	https://www.raysteedsinfotech.com/images/footer/footer-bg.jpg	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/footer/footer-bg.jpg	(from https://www.technorizen.com/public/html/web/style.css)
10:16:32	1764/1764	---M--	200	added ('OK')	image/png	etag:%22af776d03f09c940d08dc96c7935b7098%22	https://www.raysteedsinfotech.com/images/banner-image/logobgimage.png	/Users/ravindrapal/websites/aaaa/www.raysteedsinfotech.com/images/banner-image/logobgimage.png	(from https://www.technorizen.com/public/html/web/style.css)
10:16:33	319232/319232	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Apr%202026%2007:21:02%20GMT	https://www.technorizen.com/public/html/web/images/bg-head.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/bg-head.png	(from https://www.technorizen.com/public/html/web/style.css)
10:16:34	4178/4178	---M--	200	added ('OK')	image/gif	etag:W/%221052-ehqkNhQ5Y4K7FeX95XTZzc0haY8%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/ajax-loader.gif	/Users/ravindrapal/websites/aaaa/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/ajax-loader.gif	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
10:16:34	376073/376073	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Apr%202026%2007:37:20%20GMT	https://www.technorizen.com/public/html/web/images/bg-blockchain.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/bg-blockchain.png	(from https://www.technorizen.com/public/html/web/style.css)
10:16:34	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.eot	/Users/ravindrapal/websites/aaaa/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.eot	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
10:16:35	2048/2048	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22800-Lf8HaPTApTIodh6rkX4sZVVgQtQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.eot?	/Users/ravindrapal/websites/aaaa/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slickd41d.eot	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
10:16:35	1380/1380	---M--	200	added ('OK')	font/woff	etag:W/%22564-r5HBLw9Aak+AGus7OYdo/kHY+GQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.woff	/Users/ravindrapal/websites/aaaa/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.woff	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
10:16:35	1892/1892	---M-Z	200	added ('OK')	font/ttf	etag:W/%22764-MzHuvdS6NI7yWr4Aw5/76GfUZXU%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.ttf	/Users/ravindrapal/websites/aaaa/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.ttf	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
10:16:35	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22868-F/Y8b2ExOJRiuj2BS33fgzRHBfk%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.svg	/Users/ravindrapal/websites/aaaa/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/fonts/slick.svg	(from https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick-theme.css)
10:16:36	130396/130396	---M--	200	added ('OK')	font/woff2	etag:W/%221fd5c-Agw8b5KAoxXoQl1/kuFbzQzdobI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6	/Users/ravindrapal/websites/aaaa/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons0107.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.css)
10:16:36	176032/176032	---M--	200	added ('OK')	font/woff	etag:W/%222afa0-1YMf05uvE6/3Ym5IO5oIlzDxhgQ%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons.woff?dd67030699838ea613ee6dbda90effa6	/Users/ravindrapal/websites/aaaa/cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/fonts/bootstrap-icons0107.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.css)
10:16:37	7026/7026	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Sep%202026%2004:46:36%20GMT	https://www.technorizen.com/images/default-og.jpg	/Users/ravindrapal/websites/aaaa/www.technorizen.com/images/default-og.jpg	(from https://www.technorizen.com/ai-development)
10:16:38	558051/558051	---M--	200	added ('OK')	image/jpeg	etag:%2269e61626-883e3%22	https://www.gpstrategies.com/wp-content/uploads/2023/08/SM-Blog-Quick-Guide-to-Chatbots-for-Learning-Aug23-web.jpg	/Users/ravindrapal/websites/aaaa/www.gpstrategies.com/wp-content/uploads/2023/08/SM-Blog-Quick-Guide-to-Chatbots-for-Learning-Aug23-web.jpg	(from https://www.technorizen.com/ai-chatbot-development-company)
10:16:39	552842/552842	---M--	200	added ('OK')	image/jpeg	etag:%2265a186b7-86f8a%22	https://www.growthaccelerationpartners.com/wp-content/uploads/2023/07/7-Steps-to-Leverage-Machine-Learning-for-Software-Development.jpg	/Users/ravindrapal/websites/aaaa/www.growthaccelerationpartners.com/wp-content/uploads/2023/07/7-Steps-to-Leverage-Machine-Learning-for-Software-Development.jpg	(from https://www.technorizen.com/ml-development)
10:16:42	278239/278239	---M--	200	added ('OK')	image/jpeg	etag:%2243edf-5f296c33-18762037;;;%22	https://www.smartdatacollective.com/wp-content/uploads/2018/06/machine-learning-in-business-workforce.jpg	/Users/ravindrapal/websites/aaaa/www.smartdatacollective.com/wp-content/uploads/2018/06/machine-learning-in-business-workforce.jpg	(from https://www.technorizen.com/ml-development)
10:16:42	525334/525334	---M--	200	added ('OK')	image/jpeg	etag:%22690c8126-80416%22	https://gleecus.com/wp-content/uploads/2025/11/How-LLMs-Are-Transforming-Application-Development-in-the-AI-Era-cover.jpg	/Users/ravindrapal/websites/aaaa/gleecus.com/wp-content/uploads/2025/11/How-LLMs-Are-Transforming-Application-Development-in-the-AI-Era-cover.jpg	(from https://www.technorizen.com/llm-development)
10:16:43	54883/54883	---M--	200	added ('OK')	image/jpeg	etag:%22692eda5f-1158e%22	https://www.techment.com/wp-content/uploads/2025/12/human-interact-with-ai-artificial-intelligence-virtual-assistant-faas-1024x512.jpg	/Users/ravindrapal/websites/aaaa/www.techment.com/wp-content/uploads/2025/12/human-interact-with-ai-artificial-intelligence-virtual-assistant-faas-1024x512.jpg	(from https://www.technorizen.com/generative-ai-integration)
10:16:44	97030/97030	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2016%20Sep%202026%2019:16:30%20GMT	https://pixelplex.io/next/images/generative-ai-integration-company/services/generative-al-integration-1920.jpg	/Users/ravindrapal/websites/aaaa/pixelplex.io/next/images/generative-ai-integration-company/services/generative-al-integration-1920.jpg	(from https://www.technorizen.com/generative-ai-integration)
10:16:45	65577/65577	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Feb%202025%2009:56:57%20GMT	https://fonvirtual.com/en/wp-content/uploads/2025/02/automation-ia.jpg	/Users/ravindrapal/websites/aaaa/fonvirtual.com/en/wp-content/uploads/2025/02/automation-ia.jpg	(from https://www.technorizen.com/artificial-intelligence-automation)
10:16:46	546550/546550	---M--	200	added ('OK')	image/png	etag:%226a4b742c-95718%22	https://smartdev.com/wp-content/uploads/2026/07/d6e2b517-978c-45f5-9ff5-f0ece050fd8b.png	/Users/ravindrapal/websites/aaaa/smartdev.com/wp-content/uploads/2026/07/d6e2b517-978c-45f5-9ff5-f0ece050fd8b.png	(from https://www.technorizen.com/workflow-automation-services)
10:16:47	405051/405051	---M--	200	added ('OK')	image/jpeg	etag:9012638deef8de74e7a5c1573b802659	https://cdn.mos.cms.futurecdn.net/v2/t:0,l:0,cw:3840,ch:2160,q:80,w:2560/Thi6y93AMWrCXJAEiHDQbL.jpg	/Users/ravindrapal/websites/aaaa/cdn.mos.cms.futurecdn.net/v2/t_0,l_0,cw_3840,ch_2160,q_80,w_2560/Thi6y93AMWrCXJAEiHDQbL.jpg	(from https://www.technorizen.com/ai-workflow-automation-services)
10:16:48	87093/87093	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Aug%202026%2008:22:16%20GMT	https://www.expertappdevs.com/sitebucket/blog/no-code-development.jpg	/Users/ravindrapal/websites/aaaa/www.expertappdevs.com/sitebucket/blog/no-code-development.jpg	(from https://www.technorizen.com/no-code-development)
10:16:49	786997/786997	---M--	200	added ('OK')	image/png	etag:%2269fed2aa-c0235%22	https://copilot4devops.com/wp-content/uploads/2025/05/Vibe-Coding-or-AI-Coding.png	/Users/ravindrapal/websites/aaaa/copilot4devops.com/wp-content/uploads/2025/05/Vibe-Coding-or-AI-Coding.png	(from https://www.technorizen.com/vibe-coding-development)
10:16:50	231877/231877	---M--	200	added ('OK')	image/jpeg	etag:%22dad7cb0ce0cbe94a2c94369220b42ff4%22	https://cdn.prod.website-files.com/6383ff6c86150542267ade00/69e792cb444c35793478a2de_vibe_coding_spectrum_blog.jpg	/Users/ravindrapal/websites/aaaa/cdn.prod.website-files.com/6383ff6c86150542267ade00/69e792cb444c35793478a2de_vibe_coding_spectrum_blog.jpg	(from https://www.technorizen.com/vibe-coding-development)
10:16:52	75659/75659	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Apr%202026%2012:54:40%20GMT	https://www.technorizen.com/public/html/web/images/vision.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/vision.png	(from https://www.technorizen.com/about)
10:16:54	32280/32280	---M--	200	added ('OK')	image/png	date:Sat,%2011%20Apr%202026%2012:56:06%20GMT	https://www.technorizen.com/public/html/web/images/mission.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/mission.png	(from https://www.technorizen.com/about)
10:16:55	401/401	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2010%20Apr%202026%2005:59:10%20GMT	https://www.technorizen.com/public/html/web/images/shape2.svg	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/shape2.svg	(from https://www.technorizen.com/about)
10:16:56	1218/1218	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2010%20Apr%202026%2005:59:36%20GMT	https://www.technorizen.com/public/html/web/images/shape4.svg	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/shape4.svg	(from https://www.technorizen.com/about)
10:16:56	21454/21454	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:28:32%20GMT	https://www.technorizen.com/public/html/web/images/contactus.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/contactus.png	(from https://www.technorizen.com/contact)
10:16:58	7798/7798	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:00:50%20GMT	https://www.technorizen.com/public/html/web/images/customized-solutions.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/customized-solutions.png	(from https://www.technorizen.com/web-development)
10:16:58	327469/327469	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Apr%202026%2006:08:12%20GMT	https://www.technorizen.com/public/html/web/images/web-development.jpg	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/web-development.jpg	(from https://www.technorizen.com/web-development)
10:16:59	3468/3468	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:00:54%20GMT	https://www.technorizen.com/public/html/web/images/cross-platform.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/cross-platform.png	(from https://www.technorizen.com/web-development)
10:17:00	6063/6063	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:01:00%20GMT	https://www.technorizen.com/public/html/web/images/website-speed.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/website-speed.png	(from https://www.technorizen.com/web-development)
10:17:00	4518/4518	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:01:04%20GMT	https://www.technorizen.com/public/html/web/images/efficient.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/efficient.png	(from https://www.technorizen.com/web-development)
10:17:01	10408/10408	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:01:08%20GMT	https://www.technorizen.com/public/html/web/images/third-party-ntegration.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/third-party-ntegration.png	(from https://www.technorizen.com/web-development)
10:17:01	20512910/20512910	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Apr%202026%2010:15:04%20GMT	https://www.technorizen.com/public/html/web/images/team3.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/team3.png	(from https://www.technorizen.com/about)
10:17:01	3057/3057	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:01:12%20GMT	https://www.technorizen.com/public/html/web/images/testing.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/testing.png	(from https://www.technorizen.com/web-development)
10:17:02	4993/4993	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:01:16%20GMT	https://www.technorizen.com/public/html/web/images/support.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/support.png	(from https://www.technorizen.com/web-development)
10:17:03	8553/8553	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:01:20%20GMT	https://www.technorizen.com/public/html/web/images/security.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/security.png	(from https://www.technorizen.com/web-development)
10:17:03	2833/2833	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2005:58:18%20GMT	https://www.technorizen.com/public/html/web/images/shape1.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/shape1.png	(from https://www.technorizen.com/web-development)
10:17:04	307/307	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2010%20Apr%202026%2005:59:22%20GMT	https://www.technorizen.com/public/html/web/images/shape3.svg	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/shape3.svg	(from https://www.technorizen.com/web-development)
10:17:05	5454/5454	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2005:49:10%20GMT	https://www.technorizen.com/public/html/web/images/step1.webp	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/step1.webp	(from https://www.technorizen.com/web-development)
10:17:06	12020/12020	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2005:49:20%20GMT	https://www.technorizen.com/public/html/web/images/data-analytics.webp	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/data-analytics.webp	(from https://www.technorizen.com/web-development)
10:17:06	4842/4842	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2005:49:26%20GMT	https://www.technorizen.com/public/html/web/images/step3.webp	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/step3.webp	(from https://www.technorizen.com/web-development)
10:17:07	7980/7980	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2005:49:30%20GMT	https://www.technorizen.com/public/html/web/images/feature2.webp	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/feature2.webp	(from https://www.technorizen.com/web-development)
10:17:07	6988/6988	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2005:49:34%20GMT	https://www.technorizen.com/public/html/web/images/feature4.webp	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/feature4.webp	(from https://www.technorizen.com/web-development)
10:17:08	21782/21782	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2005:49:38%20GMT	https://www.technorizen.com/public/html/web/images/cloud-service.webp	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/cloud-service.webp	(from https://www.technorizen.com/web-development)
10:17:09	49755/49755	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2006:04:10%20GMT	https://www.technorizen.com/public/html/web/images/vector.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/vector.png	(from https://www.technorizen.com/web-development)
10:17:10	309249/309249	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2009:41:40%20GMT	https://www.technorizen.com/public/html/web/images/mobile-app-development.png	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/mobile-app-development.png	(from https://www.technorizen.com/mobile-app-development)
10:17:10	21816/21816	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2009:42:52%20GMT	https://www.technorizen.com/public/html/web/images/discover-img1.webp	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/discover-img1.webp	(from https://www.technorizen.com/mobile-app-development)
10:17:11	21024/21024	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2009:43:26%20GMT	https://www.technorizen.com/public/html/web/images/discover-img2.webp	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/discover-img2.webp	(from https://www.technorizen.com/mobile-app-development)
10:17:12	37883/37883	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Apr%202026%2010:28:06%20GMT	https://www.technorizen.com/public/html/web/images/app2.jpg	/Users/ravindrapal/websites/aaaa/www.technorizen.com/public/html/web/images/app2.jpg	(from https://www.technorizen.com/mobile-app-development)
